,name,open,pre_close,price,high,low,bid,ask,volume,amount,b1_v,b1_p,b2_v,b2_p,b3_v,b3_p,b4_v,b4_p,b5_v,b5_p,a1_v,a1_p,a2_v,a2_p,a3_v,a3_p,a4_v,a4_p,a5_v,a5_p,date,time,code
0,上证指数,2827.0823,2831.1837,2807.7081,2837.5092,2804.4929,0,0,77563146,94001874581,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:36,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,393,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:42,000980
0,上证指数,2827.0823,2831.1837,2808.2147,2837.5092,2804.4929,0,0,77589168,94028774689,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:41,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,393,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:42,000980
0,上证指数,2827.0823,2831.1837,2808.2147,2837.5092,2804.4929,0,0,77589168,94028774689,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:41,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,393,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:42,000980
0,上证指数,2827.0823,2831.1837,2808.2147,2837.5092,2804.4929,0,0,77589168,94028774689,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:41,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,393,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:42,000980
0,上证指数,2827.0823,2831.1837,2808.2147,2837.5092,2804.4929,0,0,77589168,94028774689,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:41,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,393,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:42,000980
0,上证指数,2827.0823,2831.1837,2808.2147,2837.5092,2804.4929,0,0,77589168,94028774689,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:41,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,393,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:42,000980
0,上证指数,2827.0823,2831.1837,2808.0877,2837.5092,2804.4929,0,0,77611128,94056109783,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:46,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,393,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:42,000980
0,上证指数,2827.0823,2831.1837,2808.0877,2837.5092,2804.4929,0,0,77611128,94056109783,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:46,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,393,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:42,000980
0,上证指数,2827.0823,2831.1837,2808.0877,2837.5092,2804.4929,0,0,77611128,94056109783,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:46,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,393,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:42,000980
0,上证指数,2827.0823,2831.1837,2807.8787,2837.5092,2804.4929,0,0,77628211,94074966809,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:51,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,393,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:42,000980
0,上证指数,2827.0823,2831.1837,2807.8787,2837.5092,2804.4929,0,0,77628211,94074966809,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:51,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,410,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:54,000980
0,上证指数,2827.0823,2831.1837,2807.8787,2837.5092,2804.4929,0,0,77628211,94074966809,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:51,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,51,7.110,410,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:54,000980
0,上证指数,2827.0823,2831.1837,2807.8787,2837.5092,2804.4929,0,0,77628211,94074966809,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:51,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:57,000980
0,上证指数,2827.0823,2831.1837,2807.8787,2837.5092,2804.4929,0,0,77628211,94074966809,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:51,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:57,000980
0,上证指数,2827.0823,2831.1837,2808.3382,2837.5092,2804.4929,0,0,77648456,94095753048,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:56,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:57,000980
0,上证指数,2827.0823,2831.1837,2808.3382,2837.5092,2804.4929,0,0,77648456,94095753048,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:56,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:57,000980
0,上证指数,2827.0823,2831.1837,2808.3382,2837.5092,2804.4929,0,0,77648456,94095753048,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:56,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,430,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:37:57,000980
0,上证指数,2827.0823,2831.1837,2808.3382,2837.5092,2804.4929,0,0,77648456,94095753048,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:56,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.3382,2837.5092,2804.4929,0,0,77648456,94095753048,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:37:56,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.2081,2837.5092,2804.4929,0,0,77674011,94127409833,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:01,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.2081,2837.5092,2804.4929,0,0,77674011,94127409833,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:01,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.2081,2837.5092,2804.4929,0,0,77674011,94127409833,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:01,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.0499,2837.5092,2804.4929,0,0,77694426,94152041220,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:06,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.0499,2837.5092,2804.4929,0,0,77694426,94152041220,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:06,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.0499,2837.5092,2804.4929,0,0,77694426,94152041220,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:06,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.0499,2837.5092,2804.4929,0,0,77694426,94152041220,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:06,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.0499,2837.5092,2804.4929,0,0,77694426,94152041220,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:06,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.5071,2837.5092,2804.4929,0,0,77714298,94173506892,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:11,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.5071,2837.5092,2804.4929,0,0,77714298,94173506892,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:11,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.5071,2837.5092,2804.4929,0,0,77714298,94173506892,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:11,000001
1,众泰汽车,7.170,7.100,7.110,7.200,7.030,7.110,7.120,3822312,27133985.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,432,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:03,000980
0,上证指数,2827.0823,2831.1837,2808.5071,2837.5092,2804.4929,0,0,77714298,94173506892,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:11,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822612,27136121.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,429,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:18,000980
0,上证指数,2827.0823,2831.1837,2808.5071,2837.5092,2804.4929,0,0,77714298,94173506892,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:11,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822612,27136121.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,429,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:18,000980
0,上证指数,2827.0823,2831.1837,2808.2017,2837.5092,2804.4929,0,0,77733551,94198308341,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:16,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822612,27136121.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,459,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:21,000980
0,上证指数,2827.0823,2831.1837,2808.2017,2837.5092,2804.4929,0,0,77733551,94198308341,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:16,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822612,27136121.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,459,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:21,000980
0,上证指数,2827.0823,2831.1837,2808.2017,2837.5092,2804.4929,0,0,77733551,94198308341,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:16,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822612,27136121.240,61,7.110,410,7.100,236,7.090,523,7.080,131,7.070,459,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:21,000980
0,上证指数,2827.0823,2831.1837,2808.2698,2837.5092,2804.4929,0,0,77760140,94225210063,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:21,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,62,7.110,410,7.100,236,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:24,000980
0,上证指数,2827.0823,2831.1837,2808.2698,2837.5092,2804.4929,0,0,77760140,94225210063,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:21,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,62,7.110,410,7.100,236,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:24,000980
0,上证指数,2827.0823,2831.1837,2808.2698,2837.5092,2804.4929,0,0,77760140,94225210063,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:21,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,62,7.110,410,7.100,236,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:24,000980
0,上证指数,2827.0823,2831.1837,2808.2698,2837.5092,2804.4929,0,0,77760140,94225210063,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:21,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,62,7.110,410,7.100,236,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:24,000980
0,上证指数,2827.0823,2831.1837,2808.2698,2837.5092,2804.4929,0,0,77760140,94225210063,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:21,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,62,7.110,410,7.100,236,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:24,000980
0,上证指数,2827.0823,2831.1837,2807.6297,2837.5092,2804.4929,0,0,77777888,94247700972,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:26,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,62,7.110,489,7.100,236,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:30,000980
0,上证指数,2827.0823,2831.1837,2807.6297,2837.5092,2804.4929,0,0,77777888,94247700972,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:26,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,62,7.110,489,7.100,236,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:30,000980
0,上证指数,2827.0823,2831.1837,2807.6297,2837.5092,2804.4929,0,0,77777888,94247700972,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:26,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,62,7.110,489,7.100,236,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:30,000980
0,上证指数,2827.0823,2831.1837,2807.6297,2837.5092,2804.4929,0,0,77777888,94247700972,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:26,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,71,7.110,489,7.100,186,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:33,000980
0,上证指数,2827.0823,2831.1837,2807.6297,2837.5092,2804.4929,0,0,77777888,94247700972,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:26,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,71,7.110,489,7.100,186,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:33,000980
0,上证指数,2827.0823,2831.1837,2808.1531,2837.5092,2804.4929,0,0,77809315,94277950812,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:31,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,71,7.110,489,7.100,186,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:33,000980
0,上证指数,2827.0823,2831.1837,2808.1531,2837.5092,2804.4929,0,0,77809315,94277950812,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:31,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,71,7.110,489,7.100,186,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:33,000980
0,上证指数,2827.0823,2831.1837,2807.8606,2837.5092,2804.4929,0,0,77831913,94304421267,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2018-07-16,13:38:36,000001
1,众泰汽车,7.170,7.100,7.120,7.200,7.030,7.110,7.120,3822712,27136833.240,71,7.110,489,7.100,186,7.090,523,7.080,131,7.070,458,7.120,2873,7.130,116,7.140,571,7.150,301,7.160,2018-07-16,13:38:33,000980
